"","WorkerID","Trial","TimeStamp","Condition","ConditionID","Question","Response","RT"
"19308",413,10,1497882689478," 7"," Symmetry2","a","b"," 3042"
"19316",368,8,1497882668591," 7"," Symmetry2","c","d"," 5422"
"19317",368,9,1497882682530," 7"," Symmetry2","b","a"," 12123"
"19318",368,10,1497882688746," 7"," Symmetry2","a","b"," 4074"
"19332",320,8,1497882738809," 7"," Symmetry2","b","a"," 5839"
"19333",320,9,1497882743149," 7"," Symmetry2","a","b"," 2769"
"19334",320,10,1497882749672," 7"," Symmetry2","c","d"," 5898"
"19342",484,8,1497882817195," 7"," Symmetry2","a","a"," 4836"
"19343",484,9,1497882829660," 7"," Symmetry2","b","a"," 3113"
"19344",484,10,1497882834397," 7"," Symmetry2","c","d"," 3875"
"19352",377,8,1497883018774," 7"," Symmetry2","b","d"," 5152"
"19353",377,9,1497883021832," 7"," Symmetry2","c","b"," 2076"
"19354",377,10,1497883025013," 7"," Symmetry2","a","b"," 2279"
"19362",472,8,1497883278927," 7"," Symmetry2","c","d"," 4221"
"19363",472,9,1497883284278," 7"," Symmetry2","b","a"," 2994"
"19364",472,10,1497883288812," 7"," Symmetry2","a","b"," 2574"
"19378",71,8,1497883822202," 7"," Symmetry2","b","a"," 17756"
"19379",71,9,1497883841954," 7"," Symmetry2","c","d"," 18331"
"19380",71,10,1497883849488," 7"," Symmetry2","a","b"," 6045"
"19388",177,8,1497883734546," 7"," Symmetry2","a","b"," 4435"
"19389",177,9,1497883740913," 7"," Symmetry2","c","d"," 3783"
"19390",177,10,1497883744308," 7"," Symmetry2","b","a"," 2483"
"19398",199,8,1497884374567," 7"," Symmetry2","c","d"," 11170"
"19399",199,9,1497884380567," 7"," Symmetry2","a","b"," 3458"
"19400",199,10,1497884384549," 7"," Symmetry2","b","a"," 2386"
"19408",507,8,1497884359391," 7"," Symmetry2","a","b"," 11393"
"19409",507,9,1497884376805," 7"," Symmetry2","c","d"," 8471"
"19410",507,10,1497884383325," 7"," Symmetry2","b","a"," 5384"
"19418",309,8,1497884428204," 7"," Symmetry2","b","a"," 3202"
"19419",309,9,1497884430531," 7"," Symmetry2","a","b"," 1750"
"19420",309,10,1497884435419," 7"," Symmetry2","c","d"," 4358"
"19428",299,8,1497884422721," 7"," Symmetry2","b","a"," 3732"
"19429",299,9,1497884426641," 7"," Symmetry2","c","d"," 2697"
"19430",299,10,1497884430533," 7"," Symmetry2","a","b"," 2202"
"19438",640,8,1497884867359," 7"," Symmetry2","b","a"," 4636"
"19439",640,9,1497884870883," 7"," Symmetry2","a","b"," 2268"
"19440",640,10,1497884876860," 7"," Symmetry2","c","d"," 5089"
"19448",62,8,1497885003215," 7"," Symmetry2","a","b"," 7825"
"19449",62,9,1497885010374," 7"," Symmetry2","c","d"," 4041"
"19450",62,10,1497885014877," 7"," Symmetry2","b","a"," 2632"
"19458",529,8,1497885443876," 7"," Symmetry2","b","a"," 4240"
"19459",529,9,1497885452485," 7"," Symmetry2","a","b"," 7106"
"19460",529,10,1497885460383," 7"," Symmetry2","c","b"," 6612"
"19468",589,8,1497885976183," 7"," Symmetry2","b","a"," 12001"
"19469",589,9,1497885979393," 7"," Symmetry2","a","b"," 2351"
"19470",589,10,1497885984735," 7"," Symmetry2","c","d"," 2811"
"19478",29,8,1497885791181," 7"," Symmetry2","b","a"," 20570"
"19479",29,9,1497885806822," 7"," Symmetry2","c","d"," 13889"
"19480",29,10,1497885820446," 7"," Symmetry2","a","b"," 5241"
